""	"a"	"NA"	"NA"	"NA"	"año"	"Primarias"
"10273"	"EDUARDO ANTONIO ARTES BRICHETTI"	"UNIÓN PATRIÓTICA"	"DIPTICOS 1/1 COLOR, PENDIENTE DE PAGO"	"67644"	"2017"	"No"
"10274"	"EDUARDO ANTONIO ARTES BRICHETTI"	"UNIÓN PATRIÓTICA"	"DIPTICOS 1/1 COLOR, PENDIENTE DE PAGO"	"2142000"	"2017"	"No"
"10275"	"EDUARDO ANTONIO ARTES BRICHETTI"	"UNIÓN PATRIÓTICA"	"SERVICIOS GRAFICOS, IMPRESION DE VOLANTES, PENDIENTE DE PAGO"	"9042810"	"2017"	"No"
"10276"	"EDUARDO ANTONIO ARTES BRICHETTI"	"UNIÓN PATRIÓTICA"	"ARRIENDO DE EQUIPO, PENDIENTE DE PAGO"	"1939700"	"2017"	"No"
"10277"	"EDUARDO ANTONIO ARTES BRICHETTI"	"UNIÓN PATRIÓTICA"	"TRASLADOS PENDIENTE DE PAGO"	"1325000"	"2017"	"No"
"10278"	"EDUARDO ANTONIO ARTES BRICHETTI"	"UNIÓN PATRIÓTICA"	"TRASLADOS PENDIENTE DE PAGO"	"738000"	"2017"	"No"
"10279"	"EDUARDO ANTONIO ARTES BRICHETTI"	"UNIÓN PATRIÓTICA"	"COM ADMINISTRACION CUENTA ELECTORAL"	"35458"	"2017"	"No"
"10280"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"CORTAVIENTOS, BANDERAS CHILENAS, CONOS, BOLSAS FERIA, BANDER"	"221221000"	"2017"	"No"
"10281"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"GLOBOS"	"119000"	"2017"	"No"
"10282"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"TELA PVC"	"99960000"	"2017"	"No"
"10283"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"VOLANTES PIÑERA 1 MOTIVO"	"24340260"	"2017"	"No"
"10284"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"VOLANTES CANDIDATOS 212 MOTIVOS. ANTICIPO"	"51122400"	"2017"	"No"
"10285"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SALON REUNION 23 AGOSTO 2017"	"359975"	"2017"	"No"
"10286"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"EVENTO ARRIENDO DE SALON 29-08-2017 AUDIOVISUAL"	"1139306"	"2017"	"No"
"10287"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO SEP 2017 COMANDO"	"4524154"	"2017"	"No"
"10288"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"PODIUM ESPECIAL"	"464100"	"2017"	"No"
"10289"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIOS Y ARRIENDOS. SERVICIOS DE ASEO Y ARRIENDO DE SILLA"	"572754"	"2017"	"No"
"10290"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"PRESENTACION ARTISTICA Y ANIMACION DIA MIERCOLES 23 DE AGOST"	"277778"	"2017"	"No"
"10291"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIO DE ENLACE INTERNET EN COMANDO PERIODO SEPTIEMBRE 20"	"1481731"	"2017"	"No"
"10292"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"PULSERAS YO VOTO PINERA"	"42840"	"2017"	"No"
"10293"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"LANZAMIENTO PIÑERA Y CORES 12-09-2017"	"1090399"	"2017"	"No"
"10294"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"PRODUCCIÓN GIRA RANCAGUA, TALCA, CHILLAN Y CONCEPCIÓN"	"690200"	"2017"	"No"
"10295"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO DE EQUIPOS Y SERVICIOS DE SONIDO EL DÍA 9 DE SEPT."	"80000"	"2017"	"No"
"10296"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"06-09-2017 SERVICO DE COFFEE EN REUNIÓN ALCALDES"	"128282"	"2017"	"No"
"10297"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ASESORIA CREATIVA FRANJA"	"1.8e+07"	"2017"	"No"
"10298"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"PRODUCCIÓN FRANJA"	"73780000"	"2017"	"No"
"10299"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ANIMACIÓN LANZAMIENTO CAMPANA EN ATACAMA 22 AGOSTO 2017"	"277777"	"2017"	"No"
"10300"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO SALÓN Y DESAYUNOS SÁBADO 16 DE SEPTIEMBRE DE 2017"	"134890"	"2017"	"No"
"10301"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIOS DE INTERPRETACIÓN LENGUA DE SENAS JINGLE CAMPANA"	"166667"	"2017"	"No"
"10302"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ASESORIAS SEBASTIAN PINERA E MES DE SEPTIEMBRE"	"1666667"	"2017"	"No"
"10303"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"AMPLIFICACIÓN PUNTO DE PRENSA COPIAPÓ REALIZADO EL 22 DE AGO"	"297500"	"2017"	"No"
"10304"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO TEATRO MUNICIPAL DÍA MIÉRCOLES 23 DE AGOSTO 2017, D"	"279600"	"2017"	"No"
"10305"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO STATION WAGON GSF60 PATENTE JHBB-79 GRAN SANTA FE,"	"147881"	"2017"	"No"
"10306"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO STATION WAGON GS26 PATENTE JGZX-43 GRAN SANTA FE, B"	"238458"	"2017"	"No"
"10307"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO STATION WAGON HCT35. PATENTE JPVC-64, CRETA 4X2 AT,"	"298256"	"2017"	"No"
"10308"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO AUTOMOVIL PG651. PATENTE JHKC-36, 208 HDI, GRIS"	"52904"	"2017"	"No"
"10309"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO STATION WAGON GSF21. PATENTE JGZF-19, GRAN SANTA FE"	"294983"	"2017"	"No"
"10310"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO STATION WAGON HCT 156. PATENTE JPLY176,CRETA 4X2 AT"	"148648"	"2017"	"No"
"10311"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO CAMIONETA 001196. PATENTE JPWD-22, PARTNER 1,6 BLAN"	"204561"	"2017"	"No"
"10312"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO AUTOMOVIL PG661. PATENTE JJKY-49, 208 HDI, GRIS"	"38461"	"2017"	"No"
"10313"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO CAMIONETA 001187. PATENTE JPWD-13, PARTNER 1,6 BLAN"	"40912"	"2017"	"No"
"10314"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO CAMIONETA MM3456. PATENTE JKDR- 37, NEW KATANA CRT"	"395286"	"2017"	"No"
"10315"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO VEHICULO. SALIDA:28-08-2017. ENTRADA: 31-08-2017"	"127021"	"2017"	"No"
"10316"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO BODEGA AGOSTO 2017"	"357000"	"2017"	"No"
"10317"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO BODEGA SEPTIEMBRE 2017"	"428400"	"2017"	"No"
"10318"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO SALÓN. ARRIENDO DE SALÓN 30 DE AGOSTO 2017"	"93400"	"2017"	"No"
"10319"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO ARENAS PUERTO MONTT"	"1027246"	"2017"	"No"
"10320"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"VENTA SERVICIO CAFÉ OCS VENDING CONSUMO AGOSTO"	"341292"	"2017"	"No"
"10321"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"1 BIG BOY FLECHAS 1X2 AUTOSOPORTABLE. 1 LAMINA IMPRESA EN AD"	"73780"	"2017"	"No"
"10322"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"1 IMPRESIÓN EN SINTRA DE 3MM DE 300X150 CM CON OJETILLOS (TR"	"80325"	"2017"	"No"
"10323"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"LIENZO DE PVC 10X2 MTS CON OJETILLO PERIMETRAL"	"83300"	"2017"	"No"
"10324"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SEIS SINTRAS PODIUM PIÑERA CON FONDO BLANCO Y 2 VERDES (ENTR"	"214200"	"2017"	"No"
"10325"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"VOLANTES CANDIDATOS 212 MOTIVOS. SALDO"	"77695398"	"2017"	"No"
"10326"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"DIPTICOS CAMPAÑA PRESIDENCIA SEBASTIÁN PIÑERA"	"107397500"	"2017"	"No"
"10327"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIO ENLACE DE INTERNET COMANDO PERIODO OCTUBRE"	"1484669"	"2017"	"No"
"10328"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIO ENLACE DE INTERNET COMANDO PERIODO NOVIEMBRE"	"1483255"	"2017"	"No"
"10329"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"TRASLADO MATERIAL PUBLICITARIO: STGO, CON-CON, LOS ANDES, OV"	"7519610"	"2017"	"No"
"10330"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"TRASLADO MATERIAL PUBLICITARIO: STGO, PAPUDO, OVALLE POR SOC"	"7259714"	"2017"	"No"
"10331"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"TRASLADO MATERIAL PUBLICITARIO: STGO, ANTOFAGASTA, IQUIQUE"	"3535490"	"2017"	"No"
"10332"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"TRASLADO MATERIAL PUBLICITARIO: STGO - CONCEPCIÓN POR RUTA I"	"1370285"	"2017"	"No"
"10333"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"TRASLADO MATERIAL PUBLICITARIO: STGO - VALDIVIA. FECHA CARGA"	"2436959"	"2017"	"No"
"10334"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"TRASLADO MATERIAL PUBLICITARIO: STGO - ANGOL POR COLLIPULLI"	"1793925"	"2017"	"No"
"10335"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIO DE AMPLIFICACIÓN EN ACTIVIDADES REALIZADAS EN EL SA"	"120000"	"2017"	"No"
"10336"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SALÓN Y EVENTOS. ARRIENDO DE SALONES Y EVENTOS 29-08-2017"	"1416100"	"2017"	"No"
"10337"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"COFFEE CONSEJO CIUDADANO EL DÍA 28 DE AGOSTO DE 2017"	"226762"	"2017"	"No"
"10338"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ASESORIA CREATIVA COMUNICACIONAL MES DE SEPTIEMBRE 2017"	"2500000"	"2017"	"No"
"10339"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIOS AUDIOVISUALES Y DE TERRENO MES DE SEPTIEMBRE 2017"	"2380000"	"2017"	"No"
"10340"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ASESORIAS PROFESIONALES MES DE SEPTIEMBRE 2017"	"1777778"	"2017"	"No"
"10341"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"AFICHES TAMAÑO 30X50 CMS"	"53550000"	"2017"	"No"
"10342"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"FOTOGRAFIAS SP CANDIDATOS 27-08-2017"	"411111"	"2017"	"No"
"10343"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"COCTEL SERVIDO 28-09-2017"	"1546881"	"2017"	"No"
"10344"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ASESORIA. ASESORIA AUDIOVISUAL PLAN DE SALUD, PRESTADA DURAN"	"906316"	"2017"	"No"
"10345"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO DE LOCAL EL DÍA 8 DE SEPTIEMBRE DE 2017"	"1443155"	"2017"	"No"
"10346"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"CAMPAÑA POLÍTICA 2017 SEBASTIAN PIÑERA ECHENIQUE"	"113734250"	"2017"	"No"
"10347"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ADAPTACIÓN MUSICA. TEMA: AGARRARSE DE LAS MANOS"	"2975000"	"2017"	"No"
"10348"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ESPACIOS PUBLICITARIOS CAMPAÑA PRESIDENCIAL 2017 25/09/2017"	"17014875"	"2017"	"No"
"10349"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"100 UNIDADES DE CORBATIN ROJO CORPÓREO"	"202300"	"2017"	"No"
"10350"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"VESTIMENTA CORPOREOS"	"470193"	"2017"	"No"
"10351"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"CONFECCIÓN PALOMAS 13,160 M2 CAMPAÑA PRESIDENCIAL SEBASTIÁN"	"20358520"	"2017"	"No"
"10352"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"IMPRESIÓN TELA PVC. FULL COLOR PARA CAMPAÑA PRESIDENCIAL SEB"	"41611920"	"2017"	"No"
"10353"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES EL DIA 13 DE SEPTIEMBRE DE 2017"	"55555"	"2017"	"No"
"10354"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"BANDERAS, POLERAS, CORTAVIENTOS, BOLSAS"	"218944530"	"2017"	"No"
"10355"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"GLOBOS NEON. GLOBOS."	"340935"	"2017"	"No"
"10356"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"GORRO ESTAMPADO"	"4343500"	"2017"	"No"
"10357"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"IMPRESIÓN DE PUBLICIDAD EN PVC. CAMPAÑA PRESIDENCIAL 2017"	"48028162"	"2017"	"No"
"10358"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"CAMPAÑA RADIAL PRESIDENCIAL 2017. PRIMERA COMPRA (BASE) MOD"	"118666288"	"2017"	"No"
"10359"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"EVENTO LANZAMIENTO CAMPAÑA DIA 16 DE OCTUBRE DE 2017"	"416500"	"2017"	"No"
"10360"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"AMPLIFICACION EVENTO PUNTA ARENAS 16-10-2017"	"233333"	"2017"	"No"
"10361"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO DE VEHICULO PATENTE JDFG 52 DESDE EL 15-10-17 HASTA"	"285600"	"2017"	"No"
"10362"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO DE VEHICULO PATENTE JDXT 31 DESDE EL 16-10-17 HASTA"	"66938"	"2017"	"No"
"10363"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ASESORIAS PRESTADAS EL MES DE OCTUBRE 2017"	"13500000"	"2017"	"No"
"10364"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"PRODUCCION FRANJA"	"55335000"	"2017"	"No"
"10365"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO VEHICULO DEL 21 AL 23 DE OCTUBRE 2017"	"386632"	"2017"	"No"
"10366"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ESTRELLA SEGÚN ESPECIFICACIONES EN PRESUPUESTO"	"2201500"	"2017"	"No"
"10367"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIO TECNICO SONIDO DIA 21-10-2017 EN IQUIQUE Y ALTO HOS"	"797300"	"2017"	"No"
"10368"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIO WIFI MOVIL EN LAS SIGUIENTES LOCALIDADES: COQUIMBO,"	"6647340"	"2017"	"No"
"10369"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIO CAFÉ VAMOS MUJER"	"2e+05"	"2017"	"No"
"10370"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ASESORIA CREATIVA COMUNICACIONAL MES DE AGOSTO 2017"	"2500000"	"2017"	"No"
"10371"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIOS AUDIOVISUALES Y DE TERRENO MES DE AGOSTO 2017"	"3570000"	"2017"	"No"
"10372"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ASESORIAS PUBLICITARIAS MES DE AGOSTO"	"5e+06"	"2017"	"No"
"10373"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ASESORIA PUBLICITARIA MES DE AGOSTO"	"2222222"	"2017"	"No"
"10374"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ASESORIA PUBLICITARIA MES DE AGOSTO"	"2222222"	"2017"	"No"
"10375"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ASESORIA MES DE AGOSTO"	"1e+06"	"2017"	"No"
"10376"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ASESORIA EN PUESTA EN ESCENA Y PRODUCCION DE EVENTOS CAMPAÑA"	"3e+06"	"2017"	"No"
"10377"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"DESARROLLO AGOSTO PROJECT MANAGEMENT (17 HORAS 41 MIN)."	"3904231"	"2017"	"No"
"10378"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"MANTENCION SITIO WEB. HH MANTECION DE SITIO WEB Y LANDINGS D"	"1848995"	"2017"	"No"
"10379"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIO DE ASESORÍA, HH GESTIÓN DE BASE DE DATOS VOLUNTARIO"	"1064232"	"2017"	"No"
"10380"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"COORDINACION TERRTORIAL AGOSTO 2017"	"1e+06"	"2017"	"No"
"10381"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"COORDINACION TERRITORIAL AGOSTO 2017"	"1778000"	"2017"	"No"
"10382"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIO PRESTADO EL 20-10-2017. SERVICIO DE AMPLIFICACION Y"	"511700"	"2017"	"No"
"10383"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"DESARROLLO SEPTIEMBRE. PROJECT MANAGEMENT (15 HORAS 40 MIN)"	"1938351"	"2017"	"No"
"10384"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"CAJAS DE PUSLERAS YO VOTO PINERA ROJO, AZUL Y VERDE"	"514080"	"2017"	"No"
"10385"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"MAQUILLAJE CANDIDATO CON FECHA 27-08-2017"	"111111"	"2017"	"No"
"10386"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"APOYO GRAFICO VOLANTES 06 DE SEPTIEMBRE 2017"	"88889"	"2017"	"No"
"10387"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"LICENCIA DE SOFTWARE DE COMUNICACIONES, PERIODO AGOSTO 2017"	"10053425"	"2017"	"No"
"10388"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIOS AUDIOVISUALES. SERVICIOS DE AMPLIFICACION, ILUMINA"	"866320"	"2017"	"No"
"10389"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ARRIENDO ACTIVIDAD CASONA SAN ENRIQUE DÍA 30 DE OCTUBRE"	"150000"	"2017"	"No"
"10390"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"ESPACIOS PUBLICITARIOS CAMPAÑA PRESIDENCIAL 2017 25/09/2017"	"10208926"	"2017"	"No"
"10391"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"LICENCIA DE SOFTWARE DE COMUNICACIONES, PERIODO SEPTIEMBRE"	"10053425"	"2017"	"No"
"10392"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"BANDERAS CHILE 20X30 CM"	"981750"	"2017"	"No"
"10393"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"CAMPAÑA POLITICA 2017 SEBASTIAN PIÑERA ECHENIQUE"	"113734250"	"2017"	"No"
"10394"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"INSTALACION 2 PUNTOS DATOS NUEVOS PARA TELEFONIA IP EN EL CO"	"284673"	"2017"	"No"
"10395"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"TRANSPORTE DE CARGA"	"1277060"	"2017"	"No"
"10396"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"MANTENCIÓN MULTIFUCIONAL CANON"	"12081"	"2017"	"No"
"10397"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIO DE COORDINACION DE BRIGADISTAS DESDE EL 20 AL 30 SE"	"183333"	"2017"	"No"
"10398"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIO DE COORDINACION DE BRIGADISTAS DESDE EL 20 AL 30 SE"	"133333"	"2017"	"No"
"10399"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIO DE COORDINACION DE BRIGADISTAS DESDE EL 20-09-2017"	"183333"	"2017"	"No"
"10400"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIO DE COORDINACION DE BRIGADISTAS DESDE EL 20-09-2017"	"183333"	"2017"	"No"
"10401"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIO DE COORDINACION DE BRIGADISTAS DESDE EL 20-09-2017"	"183333"	"2017"	"No"
"10402"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIO DE COORDINACION DE BRIGADISTAS DESDE EL 20-09-2017"	"183333"	"2017"	"No"
"10403"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIO DE COORDINACION DE BRIGADISTAS DESDE EL 20-09-2017"	"183333"	"2017"	"No"
"10404"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIO DE COORDINACION DE BRIGADISTAS DESDE EL 20-09-2017"	"183333"	"2017"	"No"
"10405"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIO DE COORDINACION DE BRIGADISTAS DESDE EL 20-09-2017"	"183333"	"2017"	"No"
"10406"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIO DE COORDINACION DE BRIGADISTAS DESDE EL 20-09-2017"	"183333"	"2017"	"No"
"10407"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIO DE COORDINACION DE BRIGADISTAS DESDE EL 26-09-2017"	"1e+05"	"2017"	"No"
"10408"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIO DE COORDINACION DE BRIGADISTAS DESDE EL 20-09-2017"	"83333"	"2017"	"No"
"10409"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"SERVICIO DE COORDINACION DE BRIGADISTAS DESDE EL 20-09-2017"	"183333"	"2017"	"No"
"10410"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"COORDINACION EQUIPOS DE VOLUNTARIOS CAMPANA PRESIDENCIAL2017"	"1178889"	"2017"	"No"
"10411"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"COORDINACION EQUIPOS DE VOLUNTARIOS CAMPANA PRESIDENCIAL2017"	"544444"	"2017"	"No"
"10412"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"COORDINACION EQUIPOS DE VOLUNTARIOS CAMPANA PRESIDENCIAL2017"	"1018333"	"2017"	"No"
"10413"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"COORDINACION EQUIPOS DE VOLUNTARIOS CAMPANA PRESIDENCIAL2017"	"1229444"	"2017"	"No"
"10414"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"COORDINACION EQUIPOS DE VOLUNTARIOS CAMPANA PRESIDENCIAL2017"	"926111"	"2017"	"No"
"10415"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"COORDINACION EQUIPOS DE VOLUNTARIOS CAMPANA PRESIDENCIAL2017"	"492222"	"2017"	"No"
"10416"	"SEBASTIAN PIÑERA ECHENIQUE"	"INDEPENDIENTE"	"COORDINACION EQUIPOS DE VOLUNTARIOS CAMPANA PRESIDENCIAL2017"	"938333"	"2017"	"No"
